Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text,Translation
Sicilian,Gemini 2.5 - flash,wiki,"Quannu e di cui fu pubbricatu l'album pi la prima vota nnî Stati Uniti, e cu quali particularitati?",ntô 1991 nnî Stati Uniti dâ Hollywood Records cu l'aggianta di dui bonus track,"Quando e da chi fu pubblicato l'album per la prima volta negli Stati Uniti, e con quali particolarità?",Nel 1991 negli Stati Uniti dalla Hollywood Records con l'aggiunta di due bonus track,"L'album fu pubbricatu prima ntô 1991 nnî Stati Uniti dâ Hollywood Records cu l'aggianta di dui bonus track, nzècutu ntô 1994 dâ Parlophone (senza arcuni traccia bonus) e nfini ntô 2011 rimastirizzatu 'n furmatu diggitali dâIslann Records / Universal Records e distribuitu 'n dui edizzioni:
Durata tutali: 44:14
Bonus tracks (riedizioni CD du 1991 da Hollywood Records)
Bonus EP (riedizioni CD du 2011 ri Islann Records / Universal Records)
Durata tutali: 22:27
Tie Your Mother Down fu scritta a Tenerife, quannu May stava travagghiannu o so dutturatu di ricerca 'n Astronomia a l'iniziu du 1968. Scrissi a canzuni cu na chitarra spagnùola e pinzò ri canciari lu titulu e lu coru cchiù tardu, ma a Freddie Mercury piaciu e accussì arristò na ddu modu. Lu branu è pricirutu, na prima parti, da na parti ri chitarra ca ricorda a canzuni “White Man”, chinni da un minutu ri intro strumintali.","#L'album fu pubblicato prima nel 1991 negli Stati Uniti dalla Hollywood Records con l'aggiunta di due bonus track, in seguito nel 1994 dalla Parlophone (senza alcuna traccia bonus) e infine nel 2011 rimasterizzato in formato digitale dalla Islann Records / Universal Records e distribuito in due edizioni:
Durata totale: 44:14
Bonus tracks (riedizione CD del 1991 dalla Hollywood Records)
Bonus EP (riedizione CD del 2011 di Islann Records / Universal Records)
Durata totale: 22:27
Tie Your Mother Down fu scritta a Tenerife, quando May stava lavorando al suo dottorato di ricerca in Astronomia all'inizio del 1968. Scrisse la canzone con una chitarra spagnola e pensò di cambiare il titolo e il coro più tardi, ma a Freddie Mercury piacque e così rimase in quel modo. Il brano è preceduto, in una prima parte, da una parte di chitarra che ricorda la canzone “White Man”, quindi da un minuto di intro strumentale.#"
Sicilian,Gemini 2.5 - flash,wiki,"Unni e quannu fu cumposta la canzuni ""Tie Your Mother Down"", e qual'era l'occupazzioni di May a ddu tempu?","Tie Your Mother Down fu scritta a Tenerife, quannu May stava travagghiannu o so dutturatu di ricerca 'n Astronomia a l'iniziu du 1968.","Dove e quando fu composta la canzone ""Tie Your Mother Down"", e qual era l'occupazione di May a quel tempo?","Tie Your Mother Down fu scritta a Tenerife, quando May stava lavorando al suo dottorato di ricerca in Astronomia all'inizio del 1968.","L'album fu pubbricatu prima ntô 1991 nnî Stati Uniti dâ Hollywood Records cu l'aggianta di dui bonus track, nzècutu ntô 1994 dâ Parlophone (senza arcuni traccia bonus) e nfini ntô 2011 rimastirizzatu 'n furmatu diggitali dâIslann Records / Universal Records e distribuitu 'n dui edizzioni:
Durata tutali: 44:14
Bonus tracks (riedizioni CD du 1991 da Hollywood Records)
Bonus EP (riedizioni CD du 2011 ri Islann Records / Universal Records)
Durata tutali: 22:27
Tie Your Mother Down fu scritta a Tenerife, quannu May stava travagghiannu o so dutturatu di ricerca 'n Astronomia a l'iniziu du 1968. Scrissi a canzuni cu na chitarra spagnùola e pinzò ri canciari lu titulu e lu coru cchiù tardu, ma a Freddie Mercury piaciu e accussì arristò na ddu modu. Lu branu è pricirutu, na prima parti, da na parti ri chitarra ca ricorda a canzuni “White Man”, chinni da un minutu ri intro strumintali.","#L'album fu pubblicato prima nel 1991 negli Stati Uniti dalla Hollywood Records con l'aggiunta di due bonus track, in seguito nel 1994 dalla Parlophone (senza alcuna traccia bonus) e infine nel 2011 rimasterizzato in formato digitale dalla Islann Records / Universal Records e distribuito in due edizioni:
Durata totale: 44:14
Bonus tracks (riedizione CD del 1991 dalla Hollywood Records)
Bonus EP (riedizione CD del 2011 di Islann Records / Universal Records)
Durata totale: 22:27
Tie Your Mother Down fu scritta a Tenerife, quando May stava lavorando al suo dottorato di ricerca in Astronomia all'inizio del 1968. Scrisse la canzone con una chitarra spagnola e pensò di cambiare il titolo e il coro più tardi, ma a Freddie Mercury piacque e così rimase in quel modo. Il brano è preceduto, in una prima parte, da una parte di chitarra che ricorda la canzone “White Man”, quindi da un minuto di intro strumentale.#"
Sicilian,Gemini 2.5 - flash,wiki,"Di quali film nun fa parti la canzuni ""A Kinn of Magic""",A canzuni nun fa parti ru film Highlanner - L'ultimu immortali,"Di quale film non fa parte la canzone ""A Kinn of Magic""",La canzone non fa parte del film Highlander - L'ultimo immortale,"A canzuni nun fa parti ru film Highlanner - L'ultimu immortali, ma fu utilizzatu 'n n'avutru film du 1986 Iron Eagle. A Kinn of Magic fu scrittu ra Roger Taylor, a battuata «a kinn of magic» (na speci ri magia) è usata no film. Sta battuta impressionò assai Roger Taylor ca addicidiu ri usarla comu tema cintrali na nova canzuni. Sunnu prisenti riferimenti a lu film no testu: «one prize, one goal» (un premiu, un unicu ntentu); «no mortal man» (nuddu omu mortali); «there can be only one» (ni po' ristari sulu unu), Taylor scrissi a melodia e l'accordi pi la versione ru film. Freddie Mercury fici na nova parti ri bassu, agghiunciu break strumintali e canciò lu finali ra canzuni. Furunu Mercury e David Richards a prudurri sta nova versioni, poi misa nall'album “A Kinn of Magic”. A traccia originali ri Taylor mmeci fu usata sulu pu film.","#Testo tradotto#
La canzone non fa parte del film Highlander - L'ultimo immortale, ma fu utilizzata in un altro film del 1986, Iron Eagle. ""A Kind of Magic"" fu scritta da Roger Taylor, la battuta «a kind of magic» (una specie di magia) è usata nel film. Questa battuta impressionò molto Roger Taylor che decise di usarla come tema centrale in una nuova canzone. Sono presenti riferimenti al film nel testo: «one prize, one goal» (un premio, un unico intento); «no mortal man» (nessun uomo mortale); «there can be only one» (ne può restare solo uno). Taylor scrisse la melodia e gli accordi per la versione del film. Freddie Mercury fece una nuova parte di basso, aggiunse break strumentali e cambiò il finale della canzone. Furono Mercury e David Richards a produrre questa nuova versione, poi inclusa nell'album “A Kind of Magic”. La traccia originale di Taylor invece fu usata solo per il film."
Sicilian,Gemini 2.5 - flash,wiki,Cui fùrunu li prudutturi dâ nova virsioni dâ canzuni,Furunu Mercury e David Richards a prudurri sta nova versioni,Chi furono i produttori della nuova versione della canzone,Furono Mercury e David Richards a produrre questa nuova versione,"A canzuni nun fa parti ru film Highlanner - L'ultimu immortali, ma fu utilizzatu 'n n'avutru film du 1986 Iron Eagle. A Kinn of Magic fu scrittu ra Roger Taylor, a battuata «a kinn of magic» (na speci ri magia) è usata no film. Sta battuta impressionò assai Roger Taylor ca addicidiu ri usarla comu tema cintrali na nova canzuni. Sunnu prisenti riferimenti a lu film no testu: «one prize, one goal» (un premiu, un unicu ntentu); «no mortal man» (nuddu omu mortali); «there can be only one» (ni po' ristari sulu unu), Taylor scrissi a melodia e l'accordi pi la versione ru film. Freddie Mercury fici na nova parti ri bassu, agghiunciu break strumintali e canciò lu finali ra canzuni. Furunu Mercury e David Richards a prudurri sta nova versioni, poi misa nall'album “A Kinn of Magic”. A traccia originali ri Taylor mmeci fu usata sulu pu film.","#Testo tradotto#
La canzone non fa parte del film Highlander - L'ultimo immortale, ma fu utilizzata in un altro film del 1986, Iron Eagle. ""A Kind of Magic"" fu scritta da Roger Taylor, la battuta «a kind of magic» (una specie di magia) è usata nel film. Questa battuta impressionò molto Roger Taylor che decise di usarla come tema centrale in una nuova canzone. Sono presenti riferimenti al film nel testo: «one prize, one goal» (un premio, un unico intento); «no mortal man» (nessun uomo mortale); «there can be only one» (ne può restare solo uno). Taylor scrisse la melodia e gli accordi per la versione del film. Freddie Mercury fece una nuova parte di basso, aggiunse break strumentali e cambiò il finale della canzone. Furono Mercury e David Richards a produrre questa nuova versione, poi inclusa nell'album “A Kind of Magic”. La traccia originale di Taylor invece fu usata solo per il film."
Sicilian,Gemini 2.5 - flash,wiki,Quali eranu li pèrditi subbuti duranti lu naufraggiu di l'ammiragghiu Andrìa Doria ntô 1551?,Li pèrditi foru assai: mureru cchiù di milli òmini e quasi tutti li navi affunnaru.,Quali furono le perdite subite durante il naufragio dell'ammiraglio Andrea Doria nel 1551?,Le perdite furono molte: morirono più di mille uomini e quasi tutte le navi affondarono.,"Lu 14 di giugnettu dû 1551, jornu nta cui l'ammiragghiu ginuvisi Andrìa Doria naufragau câ sò flotta a picca migghia di l'ìsula di Lampidusa. Li pèrditi foru assai: mureru cchiù di milli òmini e quasi tutti li navi affunnaru. La flotta a l'òrdini d'Andrìa Doria si stava diriggennu ntâ zona cumprisa ntra Monastir e Djerba pi scunfìggiri lu pirata Dragut (Draguttu), ca dittava la propia supranìa supra ddu trattu di mari, attaccannu li galioni n trànzutu ntô Miditirràniu cintrali. Ntô 1630 a Giuliu Tomasi di Lampidusa vinni cuncidutu di Carlu II di Spagna d'assùmiri lu tìtulu di “Prìncipi di Lampidusa”. Ntô 1783 n'epidimìa di pesti, arrivata cu quarchi navi, fà vìttimi ntra la pupulazzioni. Un mèdicu famusu, Antoniu Corsi, veni mannatu dâ Sicilia pi dibbillari la malatìa. Ntô giru d'un annu l'òpira dû Corsi s'accabba.","#Il 14 di luglio del 1551, giorno in cui l'ammiraglio genovese Andrea Doria naufragò con la sua flotta a poche miglia dall'isola di Lampedusa. Le perdite furono molte: morirono più di mille uomini e quasi tutte le navi affondarono. La flotta agli ordini di Andrea Doria si stava dirigendo nella zona compresa tra Monastir e Djerba per sconfiggere il pirata Dragut (Dragutto), che dettava la propria supremazia su quel tratto di mare, attaccando i galeoni in transito nel Mediterraneo centrale. Nel 1630 a Giulio Tomasi di Lampedusa venne concesso da Carlo II di Spagna di assumere il titolo di “Principe di Lampedusa”. Nel 1783 un'epidemia di peste, arrivata con qualche nave, fa vittime tra la popolazione. Un medico famoso, Antonio Corsi, viene mandato dalla Sicilia per debellare la malattia. Nel giro di un anno l'opera del Corsi si conclude.#"
Sicilian,Gemini 2.5 - flash,wiki,"Ntô 1630, cui cuncidìu a Giuliu Tomasi di Lampidusa d'assùmiri lu tìtulu di “Prìncipi di Lampidusa”?",Ntô 1630 a Giuliu Tomasi di Lampidusa vinni cuncidutu di Carlu II di Spagna d'assùmiri lu tìtulu di “Prìncipi di Lampidusa”.,"Nel 1630, chi concesse a Giulio Tomasi di Lampedusa di assumere il titolo di ""Principe di Lampedusa""?","Nel 1630 a Giulio Tomasi di Lampedusa venne concesso da Carlo II di Spagna di assumere il titolo di ""Principe di Lampedusa"".","Lu 14 di giugnettu dû 1551, jornu nta cui l'ammiragghiu ginuvisi Andrìa Doria naufragau câ sò flotta a picca migghia di l'ìsula di Lampidusa. Li pèrditi foru assai: mureru cchiù di milli òmini e quasi tutti li navi affunnaru. La flotta a l'òrdini d'Andrìa Doria si stava diriggennu ntâ zona cumprisa ntra Monastir e Djerba pi scunfìggiri lu pirata Dragut (Draguttu), ca dittava la propia supranìa supra ddu trattu di mari, attaccannu li galioni n trànzutu ntô Miditirràniu cintrali. Ntô 1630 a Giuliu Tomasi di Lampidusa vinni cuncidutu di Carlu II di Spagna d'assùmiri lu tìtulu di “Prìncipi di Lampidusa”. Ntô 1783 n'epidimìa di pesti, arrivata cu quarchi navi, fà vìttimi ntra la pupulazzioni. Un mèdicu famusu, Antoniu Corsi, veni mannatu dâ Sicilia pi dibbillari la malatìa. Ntô giru d'un annu l'òpira dû Corsi s'accabba.","#Il 14 di luglio del 1551, giorno in cui l'ammiraglio genovese Andrea Doria naufragò con la sua flotta a poche miglia dall'isola di Lampedusa. Le perdite furono molte: morirono più di mille uomini e quasi tutte le navi affondarono. La flotta agli ordini di Andrea Doria si stava dirigendo nella zona compresa tra Monastir e Djerba per sconfiggere il pirata Dragut (Dragutto), che dettava la propria supremazia su quel tratto di mare, attaccando i galeoni in transito nel Mediterraneo centrale. Nel 1630 a Giulio Tomasi di Lampedusa venne concesso da Carlo II di Spagna di assumere il titolo di “Principe di Lampedusa”. Nel 1783 un'epidemia di peste, arrivata con qualche nave, fa vittime tra la popolazione. Un medico famoso, Antonio Corsi, viene mandato dalla Sicilia per debellare la malattia. Nel giro di un anno l'opera del Corsi si conclude.#"
Sicilian,Gemini 2.5 - flash,wiki,Qual è lu ducumentu stòricu cchiù anticu ca ammìntuva lu nomu di Licata?,"Lu ducumentu cchiù anticu ca ammìntuva lu nomu di Licata è l'attu di dunazzioni di parti di Ruggeru d'Altavilla a Girlannu, vìscuvu di Girgenti",Qual è il documento storico più antico che menziona il nome di Licata?,"Il documento più antico che menziona il nome di Licata è l'atto di donazione da parte di Ruggero d'Altavilla a Gerlando, vescovo di Girgenti.","Licata è dividuta a est dû cumuni di Vutera dû turrenti Cantigagghiuni, ca sfocia ntê lucalitati Punta Dui Rocchi. Lu centru abbitatu è pusizziunatu ô lìmmiti uccidintali dû Golfu di Gela, e è dispostu a contra na cullina ditta 'A Muntagna. Lu liturali, sibbeni signatu nta vari parti di l'edificazzioni sarvaggia di l'anni '70 e '80, sarva li sò caràttari di naturalitati ca nni fannu unu dî cchiù beddi di tutta la costa miridiunali dâ Sicilia, supratuttu pi lu canciàrisi d'ammienti rinusi e rucciusi carattarizzati dâ prisenza di pratarìi granni di Posidonia Oceanica. Lu nomu Licata ntê vari sèculi appi n'evuluzzioni particulari. Lu ducumentu cchiù anticu ca ammìntuva lu nomu di Licata è l'attu di dunazzioni di parti di Ruggeru d'Altavilla a Girlannu, vìscuvu di Girgenti, unni la citati veni nnicata cu l'appillativu di Limpiadum.","#Testo tradotto#
Licata è divisa a est dal comune di Butera dal torrente Cantagallone, che sfocia nelle località Punta Due Rocche. Il centro abitato è posizionato ai limiti occidentali del Golfo di Gela, ed è disposto a ridosso di una collina detta 'A Montagna. Il litorale, sebbene segnato in varie parti dall'edificazione selvaggia degli anni '70 e '80, conserva i suoi caratteri di naturalità che lo rendono uno dei più belli di tutta la costa meridionale della Sicilia, soprattutto per l'alternarsi di ambienti sabbiosi e rocciosi caratterizzati dalla presenza di grandi praterie di Posidonia Oceanica. Il nome Licata nei vari secoli ebbe un'evoluzione particolare. Il documento più antico che menziona il nome di Licata è l'atto di donazione da parte di Ruggero d'Altavilla a Gerlando, vescovo di Agrigento, dove la città viene indicata con l'appellativo di Limpiadum."
Sicilian,Gemini 2.5 - flash,wiki,Cu quali appillativu vinìa nnicata la citati ntô ducumentu di dunazzioni di Ruggeru d'Altavilla?,Limpiadum,Con quale appellativo veniva indicata la città nel documento di donazione di Ruggero d'Altavilla?,Limpiadum,"Licata è dividuta a est dû cumuni di Vutera dû turrenti Cantigagghiuni, ca sfocia ntê lucalitati Punta Dui Rocchi. Lu centru abbitatu è pusizziunatu ô lìmmiti uccidintali dû Golfu di Gela, e è dispostu a contra na cullina ditta 'A Muntagna. Lu liturali, sibbeni signatu nta vari parti di l'edificazzioni sarvaggia di l'anni '70 e '80, sarva li sò caràttari di naturalitati ca nni fannu unu dî cchiù beddi di tutta la costa miridiunali dâ Sicilia, supratuttu pi lu canciàrisi d'ammienti rinusi e rucciusi carattarizzati dâ prisenza di pratarìi granni di Posidonia Oceanica. Lu nomu Licata ntê vari sèculi appi n'evuluzzioni particulari. Lu ducumentu cchiù anticu ca ammìntuva lu nomu di Licata è l'attu di dunazzioni di parti di Ruggeru d'Altavilla a Girlannu, vìscuvu di Girgenti, unni la citati veni nnicata cu l'appillativu di Limpiadum.","#Testo tradotto#
Licata è divisa a est dal comune di Butera dal torrente Cantagallone, che sfocia nelle località Punta Due Rocche. Il centro abitato è posizionato ai limiti occidentali del Golfo di Gela, ed è disposto a ridosso di una collina detta 'A Montagna. Il litorale, sebbene segnato in varie parti dall'edificazione selvaggia degli anni '70 e '80, conserva i suoi caratteri di naturalità che lo rendono uno dei più belli di tutta la costa meridionale della Sicilia, soprattutto per l'alternarsi di ambienti sabbiosi e rocciosi caratterizzati dalla presenza di grandi praterie di Posidonia Oceanica. Il nome Licata nei vari secoli ebbe un'evoluzione particolare. Il documento più antico che menziona il nome di Licata è l'atto di donazione da parte di Ruggero d'Altavilla a Gerlando, vescovo di Agrigento, dove la città viene indicata con l'appellativo di Limpiadum."
Sicilian,Gemini 2.5 - flash,wiki,Chi abbinimenti purtaru a un mpuvirimentu prugrissivu dû tirritoriu di Licata?,Prima la guerra e doppu la crisi dû sùrfiru,Quali avvenimenti portarono a un impoverimento progressivo del territorio di Licata?,Prima la guerra e dopo la crisi dello zolfo.,"Prima la guerra e doppu la crisi dû sùrfiru (di qualitati òttima, ma ca li carattirìstichi mpunìanu lu mpiegu di tècchinichi d'estrazzioni divinuti picca cumpititivi), purtaru a un mpuvirimentu prugrissivu dû tirritoriu, signannu na svolta n senzu nigativu pî cunnizzioni ecunòmichi ginirali, ca ammuttau tanti licatisi a emigrari versu lu nord di l'Italia e versu àutri Paisi, suprattuttu n Girmania, Bergiu e Francia e, a dda banna di l'ucèanu, ntê Stati Uniti, ntâ l'Argintina e ntô Vinizzuela. Pi furtuna, macari cu na situazzioni ecunòmica strammata e un sviluppu edilizziu nun rigulatu ntê pirifirìi (suprattuttu tra l'anni '70 e '80), Licata sarvau na granni parti dû sò patrimoniu artìsticu, munumintali e naturali, ca oi custituisci la sò ricchizza cchiù granni.","#Prima la guerra e dopo la crisi dello zolfo (di qualità ottima, ma le cui caratteristiche imponevano l'impiego di tecniche d'estrazione divenute poco competitive), portarono a un impoverimento progressivo del territorio, segnando una svolta in senso negativo per le condizioni economiche generali, che spinse molti licatesi a emigrare verso il nord dell'Italia e verso altri Paesi, soprattutto in Germania, Belgio e Francia e, oltreoceano, negli Stati Uniti, in Argentina e in Venezuela. Per fortuna, anche con una situazione economica distorta e uno sviluppo edilizio non regolato nelle periferie (soprattutto tra gli anni '70 e '80), Licata salvò una gran parte del suo patrimonio artistico, monumentale e naturale, che oggi costituisce la sua ricchezza più grande.#"
Sicilian,Gemini 2.5 - flash,wiki,A unni ammuttau a emigrari tanti licatisi la svolta n senzu nigativu dî cunnizzioni ecunòmichi ginirali?,"tanti licatisi a emigrari versu lu nord di l'Italia e versu àutri Paisi, suprattuttu n Girmania, Bergiu e Francia e, a dda banna di l'ucèanu, ntê Stati Uniti, ntâ l'Argintina e ntô Vinizzuela.",Dove spinse ad emigrare molti licatesi la svolta in senso negativo delle condizioni economiche generali?,"Molti licatesi a emigrare verso il nord dell'Italia e verso altri Paesi, soprattutto in Germania, Belgio e Francia e, dall'altra parte dell'oceano, negli Stati Uniti, in Argentina e in Venezuela.","Prima la guerra e doppu la crisi dû sùrfiru (di qualitati òttima, ma ca li carattirìstichi mpunìanu lu mpiegu di tècchinichi d'estrazzioni divinuti picca cumpititivi), purtaru a un mpuvirimentu prugrissivu dû tirritoriu, signannu na svolta n senzu nigativu pî cunnizzioni ecunòmichi ginirali, ca ammuttau tanti licatisi a emigrari versu lu nord di l'Italia e versu àutri Paisi, suprattuttu n Girmania, Bergiu e Francia e, a dda banna di l'ucèanu, ntê Stati Uniti, ntâ l'Argintina e ntô Vinizzuela. Pi furtuna, macari cu na situazzioni ecunòmica strammata e un sviluppu edilizziu nun rigulatu ntê pirifirìi (suprattuttu tra l'anni '70 e '80), Licata sarvau na granni parti dû sò patrimoniu artìsticu, munumintali e naturali, ca oi custituisci la sò ricchizza cchiù granni.","#Prima la guerra e dopo la crisi dello zolfo (di qualità ottima, ma le cui caratteristiche imponevano l'impiego di tecniche d'estrazione divenute poco competitive), portarono a un impoverimento progressivo del territorio, segnando una svolta in senso negativo per le condizioni economiche generali, che spinse molti licatesi a emigrare verso il nord dell'Italia e verso altri Paesi, soprattutto in Germania, Belgio e Francia e, oltreoceano, negli Stati Uniti, in Argentina e in Venezuela. Per fortuna, anche con una situazione economica distorta e uno sviluppo edilizio non regolato nelle periferie (soprattutto tra gli anni '70 e '80), Licata salvò una gran parte del suo patrimonio artistico, monumentale e naturale, che oggi costituisce la sua ricchezza più grande.#"
Sicilian,Gemini 2.5 - flash,wiki,Chi tipu di canzuni è chidda cumposta e cantata di Roger Taylor e a cui è didicata?,Canzuni 'n stili hard rock cumposta e cantata ra Roger Taylor e dedicata a la so granni passioni pi l'automobbili.,Che tipo di canzone è quella composta e cantata da Roger Taylor e a cui è dedicata?,Canzone in stile hard rock composta e cantata da Roger Taylor e dedicata alla sua grande passione per le automobili.,"Dopu lu branu r'apertura, c'è sta nica canzuni. A vuci è filtrata facennu pinzari ca nisceva da lu conu di un grammofono. A differenza ri l'avutri tracci ri l'album, sta canzuni prisenta un impiantu assai facili e swing. Lu chianuforti saltellanti, l'atmosfera ri Londra ri fini ottucentu, mettinu a nuru i putinzialità ra vuci ri Freddie Mercury. Canzuni 'n stili hard rock cumposta e cantata ra Roger Taylor e dedicata a la so granni passioni pi l'automobbili. L'unica traccia ri l'album cumposta ra John Deacon; è decicata a mugghieri Veronica. A canzuni è lu tipicu esempiu ri na pop-ballad rumantica sunata o chianuforti. Pi l'occasioni Deacon sona un chianuforti elettricu, nun assai amatu ra Freddie Mercury ca rifiutò ri sunarlu lassannu lu stissu compitu o bassista. Na caunzi 'n stili folk cumposta e cantata da lu chitarrista ru gruppu, Brian May.","#Testo tradotto#
Dopo il brano d'apertura, c'è questa piccola canzone. La voce è filtrata facendo pensare che uscisse dal cono di un grammofono. A differenza delle altre tracce dell'album, questa canzone presenta un impianto molto semplice e swing. Il pianoforte saltellante, l'atmosfera di Londra di fine Ottocento, mettono a nudo le potenzialità della voce di Freddie Mercury. Canzone in stile hard rock composta e cantata da Roger Taylor e dedicata alla sua grande passione per le automobili. L'unica traccia dell'album composta da John Deacon; è dedicata alla moglie Veronica. La canzone è il tipico esempio di una pop-ballad romantica suonata al pianoforte. Per l'occasione Deacon suona un pianoforte elettrico, non molto amato da Freddie Mercury che rifiutò di suonarlo lasciando lo stesso compito al bassista. Una canzone in stile folk composta e cantata dal chitarrista del gruppo, Brian May."
Sicilian,Gemini 2.5 - flash,wiki,Qual è l'unica traccia di l'album cumposta di John Deacon e a cu è didicata?,L'unica traccia ri l'album cumposta ra John Deacon; è decicata a mugghieri Veronica.,Qual è l'unica traccia dell'album composta da John Deacon e a chi è dedicata?,L'unica traccia dell'album composta da John Deacon; è dedicata alla moglie Veronica.,"Dopu lu branu r'apertura, c'è sta nica canzuni. A vuci è filtrata facennu pinzari ca nisceva da lu conu di un grammofono. A differenza ri l'avutri tracci ri l'album, sta canzuni prisenta un impiantu assai facili e swing. Lu chianuforti saltellanti, l'atmosfera ri Londra ri fini ottucentu, mettinu a nuru i putinzialità ra vuci ri Freddie Mercury. Canzuni 'n stili hard rock cumposta e cantata ra Roger Taylor e dedicata a la so granni passioni pi l'automobbili. L'unica traccia ri l'album cumposta ra John Deacon; è decicata a mugghieri Veronica. A canzuni è lu tipicu esempiu ri na pop-ballad rumantica sunata o chianuforti. Pi l'occasioni Deacon sona un chianuforti elettricu, nun assai amatu ra Freddie Mercury ca rifiutò ri sunarlu lassannu lu stissu compitu o bassista. Na caunzi 'n stili folk cumposta e cantata da lu chitarrista ru gruppu, Brian May.","#Testo tradotto#
Dopo il brano d'apertura, c'è questa piccola canzone. La voce è filtrata facendo pensare che uscisse dal cono di un grammofono. A differenza delle altre tracce dell'album, questa canzone presenta un impianto molto semplice e swing. Il pianoforte saltellante, l'atmosfera di Londra di fine Ottocento, mettono a nudo le potenzialità della voce di Freddie Mercury. Canzone in stile hard rock composta e cantata da Roger Taylor e dedicata alla sua grande passione per le automobili. L'unica traccia dell'album composta da John Deacon; è dedicata alla moglie Veronica. La canzone è il tipico esempio di una pop-ballad romantica suonata al pianoforte. Per l'occasione Deacon suona un pianoforte elettrico, non molto amato da Freddie Mercury che rifiutò di suonarlo lasciando lo stesso compito al bassista. Una canzone in stile folk composta e cantata dal chitarrista del gruppo, Brian May."
Sicilian,Gemini 2.5 - flash,wiki,Chi caratteristica hannu li turbini Francis e Kaplan ca garantisci na frichenza di currenti elèttrica custanti?,"li turbini Francis e Kaplan hannu sistemi di regulazzioni dê pali, ca assicùranu na frichenza di currenti elèttrica custanti.",Che caratteristica hanno le turbine Francis e Kaplan che garantisce una frequenza di corrente elettrica costante?,"Le turbine Francis e Kaplan hanno sistemi di regolazione delle pale, che assicurano una frequenza di corrente elettrica costante.","St' ùrtimu discursu è mpurtanti pi vidiri la putenza di l'impiantu, nfatti la fòrmula dâ putenza n Watt di na turbina idràulica è chista: 

P
=
ρ
⋅
g
⋅
H
⋅
Q
⋅
η

Ortri a èssiri chiù putenti, li turbini Francis e Kaplan hannu sistemi di regulazzioni dê pali, ca assicùranu na frichenza di currenti elèttrica custanti. Addirittura la Kaplan, ortri a regulari li pali dô distribbutori (attraversu lu cerchiu di Fink), pò macari rigulari la ncrinazzioni dê pali dâ sò èlica, chistu garantisci un rinnimentu di palittatura àutu, pi un campu vastu di giri di rutazzioni. Certi cintrali hannu li turbini rivirsìbbili, zoè si ponnu traspurmari di màchini mutrici (turbina) a màchini upiratrici ( na pompa ppi asèmpiu ).","#Testo tradotto#
Questo ultimo discorso è importante per capire la potenza dell'impianto, infatti la formula della potenza in Watt di una turbina idraulica è questa:

P = ρ ⋅ g ⋅ H ⋅ Q ⋅ η

Oltre ad essere più potenti, le turbine Francis e Kaplan hanno sistemi di regolazione delle pale, che assicurano una frequenza di corrente elettrica costante. Addirittura la Kaplan, oltre a regolare le pale del distributore (attraverso il cerchio di Fink), può anche regolare l'inclinazione delle pale della sua elica, questo garantisce un rendimento di palettatura alto, per un vasto campo di giri di rotazione. Alcune centrali hanno le turbine reversibili, cioè si possono trasformare da macchine motrici (turbina) a macchine operatrici (una pompa per esempio).
#"
Sicilian,Gemini 2.5 - flash,wiki,Chi voli diri quannu si dici ca li turbini sunnu rivirsìbbili?,si ponnu traspurmari di màchini mutrici (turbina) a màchini upiratrici ( na pompa ppi asèmpiu ).,Cosa significa quando si dice che le turbine sono reversibili?,Si possono trasformare da macchine motrici (turbina) a macchine operatrici (una pompa per esempio).,"St' ùrtimu discursu è mpurtanti pi vidiri la putenza di l'impiantu, nfatti la fòrmula dâ putenza n Watt di na turbina idràulica è chista: 

P
=
ρ
⋅
g
⋅
H
⋅
Q
⋅
η

Ortri a èssiri chiù putenti, li turbini Francis e Kaplan hannu sistemi di regulazzioni dê pali, ca assicùranu na frichenza di currenti elèttrica custanti. Addirittura la Kaplan, ortri a regulari li pali dô distribbutori (attraversu lu cerchiu di Fink), pò macari rigulari la ncrinazzioni dê pali dâ sò èlica, chistu garantisci un rinnimentu di palittatura àutu, pi un campu vastu di giri di rutazzioni. Certi cintrali hannu li turbini rivirsìbbili, zoè si ponnu traspurmari di màchini mutrici (turbina) a màchini upiratrici ( na pompa ppi asèmpiu ).","#Testo tradotto#
Questo ultimo discorso è importante per capire la potenza dell'impianto, infatti la formula della potenza in Watt di una turbina idraulica è questa:

P = ρ ⋅ g ⋅ H ⋅ Q ⋅ η

Oltre ad essere più potenti, le turbine Francis e Kaplan hanno sistemi di regolazione delle pale, che assicurano una frequenza di corrente elettrica costante. Addirittura la Kaplan, oltre a regolare le pale del distributore (attraverso il cerchio di Fink), può anche regolare l'inclinazione delle pale della sua elica, questo garantisce un rendimento di palettatura alto, per un vasto campo di giri di rotazione. Alcune centrali hanno le turbine reversibili, cioè si possono trasformare da macchine motrici (turbina) a macchine operatrici (una pompa per esempio).
#"
