Dialect,Domanda,Risposta
full,x,"La 'Nfanti Margarita ogni jornu facía lu muzzu a la stad­ da a sta povira donna firuta, ca era un'arma cunnanna­ ta. La parrastra va a lu specchiu: «Specchiu mè ritunnu, Cu' cc'è cchiù bedda di mia a lu munnu?» «Cc'è lu Suli, cc'è la Luna Cc'è la 'Nfanti Margarita.» «'Unca ch'aiu a fari pi livarimilla di 'mmenzu sta 'Nfanti Margarita?» «Chiama 'na vecchia maàra, dù­ nacci stu 'ntrizzaturi 'nfatatu e dicci ca cci lu va a duna a la 'Nfanti Margarita.» La signura accussì fici, e la vec­ chia si partíu pi jiri a vidiri a la 'Nfanti Margarita. Ora 'nta mentri, la donna firuta finíu lu sò tempu, s'abbrazzau a Margarita e cci dici: «Io finivi la mè cunnanna; e pi tuttu lu beni chi tu m'avi' fattu, io ti lassu tuttu stu palazzu cu tuttu chiddu chi cc'è dintra; ma sta' accura, sai!"
full,x,"sta 'nsacchì e 'nsaccòmu, ca m'avi pricipitatu un figghiu!» e cci dicía tanti mali paroli «Zittu, zittu, figghiu mio, ca stanotti ti fazzu manciari cu Suli!...» 'Nta stu frattempu, idda chiama a la pirsuna fidata di sò figghiu, a lu Bracceri, e cci dici: «O tu mi dici la virità, o io ti dicapitu la testa: mè figghiu a cu' avi?» Lu Bracceri vidennula accussì 'nfuriata, cci accuminzò a trimari lu piddizzuni, e cci cuntau di lu primu sinu a lu­ l'urtimu. «Ah sta scilirata, dici la Riggina, avi a vè­ niri 'nta li me' manu! Dunca, sta jurnata tu m'avi' a purta­ ri a Suli, e si sò matri 'un ti lu voli dari, tu cci dici ca lu voli mè figghiu.» Offiziali di cumannamentu, lu Bracce­ ri iju nni la mugghieri di lu Riuzzu."
full,x,"veni, veni ccà, ca ti fazzu manciari cu tò patri, ca mi stati fa­ cennu mòriri 'n pàsima....» Va nni lu figghiu e cci dici: «Te', figghiu mio, mancia: chistu è Suli.» Lu 'nnumani cci dissi sta 'nfami Riggina a lu Bracce­ ri: «M'avi' a purtari a Perna, ca l'hê fari manciari cu sò patri.» Lu Bracceri va nni la Rigginedda; idda cci dici: «Com'è mè figghiu Suli?» «Bonu.» «E mè ma­ ritu?» «Megghiu; e voli a Perna pi manciari 'nzèm­ mula.» La Rigginedda cci fa: «Cc'è paura quarchi tradimentu?» Mischina! lu cori comu cci avissi parratu... «Chi cc'entra tradimentu!» dici lu Bracceri. Idda cci vistíu sta picciridda; lu Bracceri si la misi 'n carrozza e principe (suo figghio). si la purtau. Arrivannu 'n Palazzu, la vecchia: «Ah!"
full,x,"«O matri Sirena, mi cci manna?» La Sirena, la scati­ nau di la sò catina di setti magghi e la fici nèsciri: «Parra cu tò frati, e po' torna, ca t'aspettu.» Accussì fici: «Oh fratuzzu meu!» «Oh suruzza mia!» S'abbraz­ zaru e vasàru, e stettiru 'nzèmmula un pezzu. Idda si scutulau li capiddi e cci cascau tant'oru e tanti petri do­ manti e argentu e furmentu, e l'ochi si ficiru li vozzi tan­ ti. Mentri chi turnavanu a lu palazzu jianu cantannu tutti: «Cò, Cò, di mari vinemu, Di petri domanti sàzii semu Di la figghia di Biancuciuri, Ch'è cchiù bella di lu Suli. Cò, Cò, Cò.» L'aggenti li taliavanu comu tanti locchi: «Senti, senti chi cantanu!» e ogni jornu facianu sempri la stissa can­ zuna. Lu Re arristava cuntintuni ca vidia l'ochi sàzii e belli grassi: ma 'nfini vinni a sintiri di l'aggenti zoccu cantavanu l'ochi a lu ritornu."
full,x,"nenti 'mporta ca nascíu a bàscia furtuna, e puvuredda; lu Re fa la Riggina!» Cci avi datu l'aneddu e dici: «Facitila vèstiri di Rigginedda, cusìti vesti e mantigghi a battagghiuni, e mannatimilla a lu palazzu, subbitu chi vi mannu la 'mmasciata.» Jetta 'na manata tanta di dubbuluna a la genti di 'nta la via e si nni tor­ na a palazzu. Cunsidirati la matri di Catarina (mittemu ca la picciotta si chiamava Catarina) com'era cuntenti! «Haju 'na figghia cunsulata!» jia dicennu tutta allegra. Ma sò soru aggruppava fila, e si facía li vudedda pizzi pizzi, e pinsava comu putissi sfuàri contra sò niputi. 'Nta stu mentri chi lu Re mannau la 'mmasciata, chi si va a cummina? Ca avia murutu la matri di Catarina, e perciò la zia l'appi a 'ccumpagnari. Ma chi fa, la birban­ ti!"
full,x,"D'ora nn'avanti la tò casa è lu gaddinaru; ddà a guardari ochi; ma sta' attentu a fatti toi: la prima chi manca, guai pi tia!» Ciciruni si nni scinni, si pigghia l'ochi, e si li porta a ripi di mari. A ripi di mari si misi a chianciri: «Ah, suruzza mia!» Cci cumpari sò soru. «Lu vidi ah! ora a guardari ochi mi misi!» «E chi ti cunfunni!? Ora pensu io.» E ddocu si strizza li so' capiddi ch'eranu tanti fila d'oru; e chi vulistivu vìdiri? di 'na trizza cci cadi òriu e frumentu, e di 'n'àutra trizza petri priziusi e do­ manti. L'ochi si misiru a manciari: e mancia chi ti man­ cia, mancia chi ti mancia, s'agghiutteru na di tuttu. Ci­ ciruni si licènzia cu sò soru e vôta pi lu Palazzu."
full,x,"'Na jur­ nata iju unu di chisti nni lu Re e cci cunta ca Ciciruni 'un travagghiava propria, cà avia un ritrattu, e la testa l'avia sempri a stu ritrattu. Lu Re si misi 'n fantasia; poi pi cuitàrisi lu ciriveddu vosi vìdiri lu ritrattu. «Di cu' è stu bellu ritrattu, Ciciruni? Di la tò 'nnamurata, ah!?» «Nonsignura, Maistà; chista è mè soru.» «Tò soru! E tu 'na soru accussì bedda hai? Fammilla a vìdiri!» Ciciruni parti e va nni sò soru pi purtalla nni lu Re. La parrastra comu 'ntisi ca lu Re vulia purtata a sta pic­ ciotta, cchiù cci acchianau la gilusia; ma fncíu. Ciciruni parti e parti cu la soru."
full,x,"vinnèmu la tavula di manciari (ch'era l'unica cosa chi cci arristava) e circamu di fari li cosi di la panza.» Passanu li robbi-vicchiara, li chiamaru, cci vinneru dda tavula. Lu mircanti accattau tuttu lu nicissariu, e dui pezzi li lassau pi la mammana. Vìnniru li dulura, parturisci e fa 'na billissima figghia fimmina, di billizzi sparaggiati, ca nun si nn'avianu vistu mai. Vidennu sta picciridda accussì bedda, lu patri e la matri cuminciaru a chianciri dicennu: «Figghia, 'nta quali miseria nasci­ sti!» La picciridda crisci, crisci, e quannu avía, dicemu nui, un sidici misi, accuminzau a jiri sula; e jennu jennu si jittava 'mmenzu la pagghia unni durmianu sò patri e sò matri."
full,x,"Quannu iddi ti jettanu li scocchi, e quannu l'urtima si tagghia 'na trizza di li so' capiddi e ti la jetta, allura cci li lassi, ed è livata la mè mala fataciumi.» Lu Re 'un vosi sapiri àutru: lu 'nnumani matinu all'arba parti e va fora regnu. Camina, camina, ddoppu trenta jorna e trenta notti junci a lu ciumi Giurdanu, trova li fati comu cci avia dittu la vera soru di Burdilluni e fa tuttu chiddu chi cci avia dittu idda. Com'appi 'mmanu ddi scòcchi e dda trizza: «Ora vi lassu, cci dici, e mi nni vaju, ma nun dubbitati, ca mi sapirrò livari l'obbrigu.» E turnau a lu sò regnu. Curri subbitu nni lu jardinu, chiama la serpi, la tocca cu la trizza; e idda addiventa subbitu 'na bella pic­ ciotta, ca accussì bedda 'un cci avia statu mai."
full,x,"Accuminciau a ciamàri ajutu e pi sorti sua si truvau a passari di ddà un vicciarieddu. Comu 'ntisi sta vuci, ci avvicinau e vidiènnula 'nta ddu statu, si la purtau a la sò casa. Idda comu arrivau, mannau a vìn­ niri lu diamanti ca avía, e si fici dui canisca; li ingíu di rosi e poi ci dissi a lu viecciu: «Jiti sutta a li barcuna di lu Re, e poi dicìti, ca li cangiati pi uocci.» Lu viècciu accussì fici, e comu vanniau, si vitti ciamatu di 'na si­ gnura, ca si li pigghiau e ci desi un uòcciu. Lu viècciu ci lu purtau a la picciotta ca era 'nfatata, e idda si lu misi."
full,x,"Sta cummari avia 'na figghia ladia quantu li botti di lu cuteddu, e cci dissi: «Talè, a la matri, lu vidi a Rusidda quanti cosi cci detti la Mammadràa? Va jetta puru la munnizza, poi jetti lu munnidduzzu dintra lu puzzàngaru e poi cerchi di faritil­ lu dari di la Mammadràa.» Chidda accussì fici; pigghiau lu munnidduzzu e tunnu di palla lu jittau cu tutta la munnizza. «Mammadràa, Mammadràa, dammi lu munnidduzzu!» «Cala, cala, e pigghiatillu.» Idda senza farisi priari tantu, misi a scinniri 'nta lu puzzànga­ ru. La Mammadràa la fici scupari e poi cci dissi: «Chi cc'è 'nta sta casa?» Dici: «Munnizzazza, tirraz­ za comu l'àutri cristianazzi.» «Cercami sta testa; chi cc'è 'nta sta testa?» «Piducchiazzi, linninazzi comu l'àutri cristianazzi.» «Cònzami stu lettu; dimmi: chi cc'è 'nta stu lettu?» «Cimiciazzi, purciazzi, comu l'àutri cristianazzi.» «Chi si' brutta!"
full,x,"Senti 'n'antra vuci: «Oh ca caju!» «E cadi, ca siemmu cincu.» Senti 'n'antra vuci: «Oh ca caju!» «Cadi, ca siemmu cincu. » Quannu cadieru tutti quattru, si mintìnu a ballari miezzu la casa e mintìnu a cantari e a diri: «Luni, Marti, Mièrcuri, Juòvidi, Vènniri, e Sabatu!» Iddu sintiennu chistu, cuntintuni si minti a bal­ lari miezzu, e a diri midèmma comu ad iddi. Chiddi, 'ncantisimati, quannu vìttiru ca nun si scantava lu ma­ stru cci levano lu jimmu e l'appiènninu a lu muru, e avanti chi fu jornu spirièru. La matina cent'anni cci paría a li vicini chi agghiurnava pri vidiri si lu mastru era vivu; quannu lu mastru la matina aprì', e davanti la porta truvà' la vanedda china di genti, e iddu lu vìttinu bellu tisu senza jimmu cci spijàvanu: «Comu siti, sù ma­ deschetto (da calzolaio). ecc."
full,x,"Ma poi pirsuasa la cchiù granni ci dissi: «Nui ci jamu; ma siddu nun è veru ti ammazzamu.» Ci jeru tutti e vidennu dda catasta di linu ficiru paci, e pinsaru di fari 'na nuttata l'unu pri scardàrisi lu linu. Ficiru la nuttata e accuminsau la granni a scardari lu linu. Comu scardava cantava, e dicía: «Quantu guai pati lu linu! Canta gaddu e fa matinu. Quantu scardu e pisu lu linu!» Mentri dicía chistu, senti na vuci di lu tettu e ci dissi: «Vidi, ca calu!» Idda si scantau tutta e si iju a curca­ ri."
full,x,"Cci dissi la mamma a lu figghiu: «Figghiu, nun cc'è.» Dici lu figghiu: «Mamà, quantu cci passu arrè dumani, e vi sacciu diri si cc'è.» Lu 'nnumani iddu cci passau arrè, e la vitti arrè chi si pittinava a l'àstracu di la batia, cu 'na trizza di capiddi tanti comu l'oru. Dici a sò matri: «Matri, arreri la vit­ ti.» La matri va a la batia, si fa dari li chiavi e metti a tutti i signori che mi ascoltano. circari susu e jusu, a tutti l'agnuni. Sulu chi nun avia vi­ stu 'nta la cucinedda: trasi, e la vidi appujata cu la frunti a un mazzu di ligna. «Oh, dici, figghia mia, ccà si'? E quantu t'aiu circatu? vidi ca mè figghiu stà niscennu pazzu pri tia!» L'avi pigghiatu pri la manu e si l'avi purta­ tu 'n carrozza cu idda."
full,x,"Grapi lu libru: «Lassa li balàti comu li truvasti.» Chiuj la gallaria, cci metti li balàti di supra, poi terra, e subbitu a bordu. Comu acchiana a bordu, pigghia l'àutru libru e grapi. Lu libru dici: «Metti la vila e sècuta lu viaggiu.» Metti la vila, e accumenza 'n'àutra vota la navicazioni. Navicannu n'àutru misi, li marinara si ficiru assèntiri 'n'àutra vota: «Capitanu e unni nni stati purtannu?» «Nenti, picciotti, tiramu avanti, ca lesti semu, e lu viaggiu è riccu.» Ddoppu jorna grapi la libru: «Du­ mani ti veni un'isula; pigghia terra.» Lu 'nnumani avvi­ sta l'isula, vôta la prua pi ddà, scinni. Grapi lu libru, e leggi: «'Nta lu centru trovi 'na balàta, sullevala; poi 'n'àutri dui, e poi 'na scala; scinni, e zoccu trovi, ti pig­ ghi.» Don Pippinu fa tuttu: sulleva la balàta, poi l'àutra, poi l'àutra: veni 'na bella scala; scinni."
full,x,"Comu tocca terra, grapi arreri lu libru, e lu libru cci dici: «'Nta lu centru giustu, trovi 'na balàta, poi 'n'àutra, poi 'n'àutra: lèvali tutti tri cu lu palu; scinni.» Accussì fici; truvò la balàta, fìci leva cu lu palu, e la sullivau; poi nni trova 'n'àutra, poi 'n'àutra: li sullivò tutti tri. Comu sulleva l'urtima, cci cumparisci 'na bella scala; scinni e trova, e chi trova? 'na gran gallaria tutta d'oru zicchini: li mura, li purteri, lu tirrenu e tuttu, cu 'na tavula cunzata pi vintiquattru pir­ suni, tutti d'oru, cu tuvagghi arraccamati, cucchiari, bur­ cetti, saleri, cannileri d'oru; tutti d'oru massizzu. Leggi lu libru: «Prennitilli.» Chiama la chiurma e cci or­ dina di carricari lu tuttu. Li picciotti si misiru a carricari; e cci passàru sulu dudici jorna a carricari ddi vintiquat­ tru statui d'oru, ca iddi, la chiurma, appena nni putianu jisari dui lu jornu."
full,x,"Ha vinutu lu Ditturi e dici: «Riali Maistà, chista è 'na gravi mala­ tia chi avi la Riggina.» «Ma dunchi chi nun ci pò ri­ paru pi sta malatia chi avi la Riggina?» «Lu riparu c'è, ma Riali Maistà, avriti 'n (un) dispiaciri.» «Qua­ lunchi interessi ci vannu pi lu menzu, abbasta chi si sal­ va la Riggina.» «La Riggina già è morta, nun avi chi fari: sulu ci vuoli pi guariri la Riggina lu sangu di vostru figghiu Filuppu chintu, sdisangatu di vina in vina.» «Ah! dici, è troppu ca mà mogghi divi campari e mà fig­ ghiu muriri!» Doppu si ci misiru tanti pirsuni pri lu menzu, dicennu: «Riali Maistà, li figghi vannu e ven­ un e la mogghi un veni cchiù,» e tantu s'hanu misu 'ntra lu menzu, di fàrici a lu patri calari la testa chi murissi lu figghiu e campassi la mugghieri."
full,x,"Sta Rigginotta guardava di lu pirtusu e vidi tuttu stu gran palazzu, e dici: «Comu! ccà Fulippeddu si ci avi curcatu! ch'è pussibili sta cosa?» Lu 'numani sira si ci misi accura, e s'addunà l'upirazioni ca chistu fici, di lu pilu di lu cavad­ du, e si pirsuasi ca chistu avia a essiri figghiu di Re. Al­ l'innumani dimanna a sò patri 'na grazia di pigghiàrisi pi spusu a Filippeddu. Sò patri ci dissi: «Scialarata! comu t'avi' a pigghiari a ssu tignusu?» «Nenti, papà: o mi lu dati a chissu, o iu mi ni fuju cu iddu.» Lu patri cu­ strittu e malu priparatu, ci lu desi e ci dissi: «Abbasta ca ti ni vai avanti di mia.» S'hanu spusatu, e si l'avi purtatu 'nti sta stadda unni iddu si curcava. L'àutri surelli s'hanu maritatu e s'hanu pigghiatu a dui figghi di Re."
full,x,"La matri si adduna ca veni lu figghiu e fa ammucciari a lu Cicròpu; arrivatu lu figghiu scravacca, scàrrica la caccia, l'acchiana susu, e la porta a sò matri, ligànnucci sempri li mani; ubbidienti a sò matri. La mamma cumencia a 'pparicchiari la caccia, cci allesti lu manciari, lu fa manciari binissimu a lu figghiu. Livatu di manciari lu figghiu, rispusi la matri: «Moru! chi duluri!"
full,x,"Lu cavaddu, chi era 'nsigna­ tu di jirisìnni nni ddu casamentu, si nni ij'; li picciotti Rigginotti vidennu lu cavaddu lu traseru dintra, e cci li­ varu 'na visazza di supra; scarricata chi fu la visazza, cci vannu a trovanu lu corpu di ddu picciottu; lu pigliàru tuttu e lu cuminciaru a situari pezzu pri pezzu, e li mìsu­ ru a corpu d'omu; poi pigghiaru l'acqua di la Ciblicanna, cuminciaru a zabbiarlu tuttu cu l'acqua, e rivinni lu picciottu di bel nuovu, dicènnucci a li picciotti: «Oh chi durmuta chi m'aiu fatto!» Rispusiru li picciotti: «Talè unn'èritu misu!» e cci cuntàru tuttu lu passatu. «E ora, dici lu picciottu, ch'aiu a fari cu mè matri?» Dicinu li picciotti: «Arrivatu chi si' nni tò matri, ti finci stizzatu, apri tutti li càmmari e li casci, e li cerchi entro) na bisaccia."
full,x,"La pigghiaru e l'acchianaru a palazzu; cci cunzaru lu talamu e cci ficiru l'assèchii; e lu Re chi chiancía a sta Riggina ca l'avía persa senza vidilla cchiui. Ddoppu sta disgrazia, stu Re 'un vosi vìdiri cchiù a nuddu; 'un vosi cchiù dari adènzia, 'un vosi cchiù su­ ciità: nenti. 'Nta stu frattempu s'arritira lu mircanti di Napuli; comu juncíu 'n Palermu, lu primu pinseri chi appi, jiri nni la figghia; e poi nni lu Re. Comu iju nni lu Re 'ntisi sta cosa; alluccutu ca lu truvau stracanciatu di la gran pena di la muggheri chi cci avía mortu. 'N tur­ nannu a la casa cci cuntau la cosa a la figghia, dicennu: «Figghia mia, io sugnu alluccutu di sta disgrazia chi cci successi a stu poviru Re, ca mischinu 'un si canusci re dappertutto, cu premura e preoccupazione."
full,x,"Comu lu Cava­ leri appi sti pilidda, e 'ntisi chi figura avía la Riggina, 'un cci capíu 'nta li robbi; avi pigghiatu 'na bona summa di dinari, e cci l'avi rigalatu. Lu jornu ditirminatu, si tru­ vau a la prisenza di lu Re e di l'àutri Cavaleri, ch'eranu tutti disidirusi di sèntiri cu' vincía la scummissa. Lu Ca­ valeri si misi a parrari, e cci dissi: «Maistà, aiu fattu tutti cosi. È veru ca vostra mugghieri è di tali e tali ma­ nera?» «Ebbeni, rispusi lu Re, sti cosi cu' sa comu l'aviti appuratu; ma io sugnu certu, ca cu mè mugghieri nun cci aviti trattatu.» «Maistà, è veru ca vostra mug­ ghieri avi un neu supra la spadda manca? E chistu è lu signali;» cci detti 'nta la carta ammugghiatu lu sigretu, chi Sò Maistà sulu putía sapiri. Lu Re 'un appi cchiù àli­ ca di ripricari."
full,x,"Tocca a mia!» Lu medicu: «È mia; pirchì io cci sarvai la vita.» Lu Re: «Veru ca io cci fici lu tradimentu; ma la mugghieri è mia; ed a mia tocca!» Pigghiàru ad Alì, e lu squartariaru. Lu patri e lu medicu si pirsuaderu di la raggiuni. Lu Re vosi a tutti a Palazzu, e tinni 'na gran festa, pirchì avia truvatu la mugghieri, e si pigghiau lu patri e lu me­ dicu comu parenti. Iddi arristaru filici e cuntenti; Nui semu ccà e nni munnamu li denti. Palermo."
full,x,"La distanza cc'era; ddoppu tempu, arriva. «Lu Viciarrè vinni! Lu Viciarrè vinni!» gridavanu tutti li genti. Sarviàta; junci, e scin­ ni. La Riggina lu va a pigghia cu grann'onuri comu s'a­ vissi statu sò figghiu 'n pirsuna. «A pedi di vostra Maistà!» cci dici lu Viciarrè. «Bemminutu! Viciarrè!» cci arrispunni la Riggina. «Maistà, dici lu Viciarrè, prima d'aggiustari l'àutri cosi, aggiustamu li vostri populi.» E ddocu accuminzò a livàrisi di supra li tanti cosi attrassu chi cc'erano: e li populi cuntintuni ca avianu a stu Viciarrè. 'Na jurnata cci dici lu Viciarrè a la Riggina: «Ora, Maistà, dicitimi comu va st'affari di sta nora chi pirdistivu.» La Riggina cci cuntò di lu primu sinu all'urtimu: lu Milordu, lu discursu di lu cafè, la partenza di sò nora, e tuttu; e comu cci cuntava sti cosi, l'occhi si cci jinchìanu di lagrimi."
full,x,"mugghieri mia, comu ti pirdivi!...» Lu Viciarrè trasi 'nta 'na càm­ mara, si vesti di dda Rigginedda chi era, si menti la chioma di li capiddi chi s'avia tagghiatu, e s'apprisenta a la soggira, a lu Riuzzu e a tutti l'àutri. Comu la Riggina la vitti: «E vui cu' siti?» cci dici. «Comu! 'un mi canusciti? Io sugnu vostra nora, la mugghieri di lu Riuz­ zu.» Nni vulìstivu cchiù? Lu Riuzzu turnò 'n sènzii: si cci affirrò a lu coddu: e ddocu strinci e vasa, strinci e vasa. La sintenza lu Viciarrè l'avía datu: la vecchia ab­ bruciata, e lu Milordu 'nglisi a la cullittina, e si fici càuda càuda."
full,x,"Di sti dinari metti a 'ccattari li megghiu gioj; pigghia un bonu orifici, e cci dici: «Facitimi 'na bella stivala, e supra la stivala cci aviti a 'ngastari tutti li me' gioj.» Poi si fa fari un àbbitu tuttu di luttu: si 'mmarca e va a Spagna. Lu tempu passa; passà­ ru li du' misi. Junci a Spagna, e senti trummi, e chi vidi? vidi li surdati chi purtavanu un omu abbinnatu ca java a morti. Vistuta di ddu grann'àbbitu nìuru, cu un pedi cu la sula quasetta e l'àutru pedi cu la stivala 'nfilata, ca era 'na maravigghia a vidilla. Curri, si jetta 'mmenzu la fud­ da gridannu: «Grazia, Maistà! Maistà, grazia!» Tutti li genti vidennu a sta signura, cci facíanu tutti largu. Lu senti lu Re: «Firmati! dici a li surdati; Chi cc'è?» «Grazia, Maistà e Giustizia!"
full,x,"Stu picciottu si cartiggiava cu sò soru; un jornu a Don Giuseppi cci vin­ ni lu spinnu di sò soru, nesci lu ritrattu di sò soru e lu metti a taliari; talía talía, e cci scappava quarchi lagrima. Ora unu di chisti, lu Bracceri, vidi sta scena, 'un appi cchiù chi vìdiri, va nni lu Re: «Bravu, Maistà! E chistu è lu bonu!... E chistu è Don Giuseppi, chi vostra Maistà cunta e stanca di li buntati chi avi! Chistu cu' sa cu cu' si la senti, e vui nni nisciti foddi!...» «E chi avi?» «Chi avi?! un ritrattu; lu talía, lu vasa e chianci; e chistu è lu bonu!... E lu ritrattu lu sapi Vostra Maistà unni iddu lu metti?"
full,x,"torna di la stissa strata, talía, ma la signura ca nun circa­ va pompi, avía trasutu. Lu Re nun appi cchiù abbentu, va a lu Palazzu e ordina ca nuddu niscissi finu ca turna­ va iddu. La sò pinzata era di jiri 'n casa di la signura, fà­ ricci 'na visita mentri lu maritu era a palazzu e 'un pute­ va nèsciri, e poi turnari. Dunca si stracanciau di surdatu va a lu palazzu di lu Bracceri mancu e sona lu campaneddu."
full,x,"cci dicinu pi jittari li vannii; nni stu mentri ficiru lu ri­ stanti di robbi a la zita, e si spusaru: ottu jorna di fistinu di ballu, e si ritiraru 'nta lu sò quartinu di Palazzu. Chisti si vulianu bèniri assà'. Lassammu a chisti, e pigghiamu ca a lu patri cci 'ntima­ ru la guerra; e cci la 'ntimau lu Re d'Africa. Lu figghiu p'addifenniri lu sò regnu partì', lassà' vita pri vita la mu­ gghieri a sò patri. Si nni va a guirriggiari, e la prima batta­ gghia nni vinni vincituri. Lassammu a iddu a la guerra e pigghiamu a sò mugghieri, ca cc'era un Ministru di lu Re ca si 'ncumincià' a guastari la testa cu sta Rigginotta. Lu primu largu chi appi stu Ministru cci nni fici discursu; pigghia la Rigginotta cu 'na grossa timpulata e lu fa vutari nn'arreri."
full,x,"Lu Zu Viritati, mischinu, comu vitti a sti du' si­ gnuri chi vinìanu a la sò casa, si misi 'nta un mari di confusioni: leva vanchi e metti firrizzi, e nun sapía chi fari pi trattalli megghiu chi putía. 'Nta stu mentri, a la si­ gnura gràvita cci pigghiau un virtìcchiu, ppùffiti 'n ter­ ra ' e sbattíu comu 'na tila. L'àutra signura, tutta cunfu­ sa, dicia chi cci avia pigghiatu un sintòmu, (fora di ccà!) e nun sapía chi fari pi dàricci ajutu."
full,x,"S'arriccunta e s'arriccunta stu billissimu cuntu davanti a lor Signuri. 'Na vota cc'era un Re uorvu di tutti du' uocchi; iju un Dutturi pi dàricci ajutu e cci dissi: «Vui aviti dui fi­ gli; quannu vi vonnu beni sti du' figli, v'hannu a pricura­ ri 'na pinna di hu.» Lu patri chiamò a sti figli: «Fi­ gli mei, mi vuliti beni vuàtri?» «'Nca papà, nuàtri lu vulemu beni quantu l'uocchi nostri.» «'Nca vuàtri m'âti a pricurari pi la mà saluti 'na pinna di hu. Cu' di vuàtri mi la pricura, cci dugnu lu regnu.» «Patruni, papà: nuàtri pi la sò saluti nni jamu a sdirrubbari.» Si partieru sti figli: dui eranu cchiù ranni, e unu era cchiù nicu. Lu nicu nun lu vulievanu fari vèniri; ma poi furzati fuôru, e si lu purtaru. Comu si lu purtaru, cci scu­ rau 'nta un vuoscu."
full,x,"Comu arrivà' intra, 'un si fici vidiri di sò nunna vistu­ tu. Poi quannu era vistutu di casa si misi a 'spittari a lu nunnu. Comu junci l'argintieri: «Muoru! muoru!» «Chi avi, nunnu?» cci spija lu picciottu. «E chi vo­ gghiu aviri! ca mentri era a la festa vinni un Principi cu tantu di lignu, e mi fici stari nìuru comu la pici.» «Lu vidi nunnu! cci dici lu picciottu. Si vassía mi cci purtava a la festa, sta cosa nun cci succidía.» Ddoppu jorna lu Re fici chiamari arreri a l'argintieri pi fàricci 'n'âtra crûna, cà s'avia a maritari l'àutru figghiu: ma 'n tempu vintiquattr'uri, comu la prima. Lu stissu fat­ tu chi fici cu la prima, fici cu la secunna l'argintieri e si nni iju 'n capu chiesa. Lu carusu cci fici la crûna; me­ gghiu e maggiuri di la prima; ma cu l'ajutu di lu granatu."
full,x,"Trasi, e mància; te' ccà sta buttigghied­ da; vidi ca lu magu è 'ntra l'alzàrisi; t'avi' a jiri a mettiri arreri 'na porta; vidi ca iddu comu si sdruvigghia, ti dici: «Chi vinisti a fari?» Tu cci rispunni: Haju vinutu pi guerreggiari cu vassía, ma 'na cosa cc'è di pattu, ca si aviemu a guerreggiari, vassía s'avi a pigghiari un cavad­ du cchiù picciriddu, e la spata cchiù picciula, e a mia m'avi a dari un cavaddu cchiù àutu e 'na spata cchiù longa, pirchì io sugnu cchiù picciriddu.» Vidi ca ddà cc'è un cannòlu, chi dici: vivi vivi! nun t'arrisicari a vi­ viri, ca ddà tutti li statui chi vidi sunnu cristiani, e han­ un addivintatu statui viviennu di dd'acqua; quannu avi' siti, pigli la buttigghiedda, e di latu di latu vivi.» Cu stu latinu stu picciottu avi jutu a tuppiari."
full,x,"Dipoi n'ebbe un'altra; lu ragazzo prenne chel piatto di frutta, e lu dà a la madre (facennogghielo na­ sconniri) sotto la gonnella, (e dicennole): «Portatele a lu Re.» Ella giunge dalla prima sentinella: - «Dove vai, buona vecchia?» - «Ho a parlari cu lu Re.» La sentinella appresso: - «Ove vai, buona vecchia?» - «Ho a parlari cu lu Re.» La­ sciarono passari la buona vecchia; salirono sopra, e dissero: - «Real Maestà; c'è na vecchia che vuol (parlari cu) Lei.» (La vecchia) entrò, (e lu Re) la chiamò in na camera a solo. La vecchia gli mette fuori chel piatto di frutta; dice (lu Re): - «Chi me li manna?» - «Mio figghio» gli rispose la buona vecchia."
full,x,"Dentro v'è un'altra porta; li dài un calcio e la butti per terra; v'è un bel giardino carico di frutti, ma non ne cull'ere (scippari); dentro dentro c'è na lanterna, l'afferri, e te la metti a' fianchi (scianchi per cianchi).» Appena (lu ragazzo) passò, colse molte frut­ ta, e se li mise in sacca. Se ne uscì colla lanterna, arrivò colà; chegli (lu giova­ ne) volea la lanterna; risponne (lu ragazzo): - «Non ve la do, (perchè temo che datavela) voi mi lascerete chi.» Vide così (visto lu giovane chesto), pose la la­ pide (sulla bocca di lu sotterraneo), e lu lasciò lì sotto. (Egli, lu ragazzo) torna di nuovo, e si siede in chella camera di la chioccia coi pulcini d'oro: là mise a piangiri, vide un libro e se lu prese in mano. Lu libro gli disse: Che comanni?"
full,x,"Lu patruni cci detti a mangiari e si lu tinni cu iddu 'nta la mànnira. Passati jor­ na lu patruni cci dissi di stracquàri li vacchi 'nta lu fègu pi pasciri, ma cci dissi di guardàrisi a nun tràsiri li vacchi 'nta lu voscu pirchì ddà intra cci abitava un magu ed ammazzava cristiani e vacchi ancora. Iddu cci dissi che nun cci ija, e intantu parau tutti li vacchi e li purtau nenti di menu che tutti dintra lu voscu pi cumin­ ciari lu cummattimentu. Lu patruni vidennu tuttu chistu, si scuraggíu e cuminciau a chianciri pirchì li pirsuni si scantavanu a jiri 'nta lu voscu a fari aggiràri li vacchi. Lu picciottu trasíu 'nta lu voscu, e 'nzèmmula si cci ac­ cumpagnau n'àutru picciottu, ma tuttu spavintatu."
