Dialect,AI model,Domain,Dialectal question,Dialectal answer,Italian question,Italian answer,Full text
Roman,Gemini 2.5 - flash,literature,Che j'offrì er primo omo ar burinotto?,tte do ttre ccarlini,Cosa offrì il primo uomo al campagnolo?,Ti do tre carlini,"Incontra un burinotto cor un sacco in collo e je dice: - Ahò, tte do ttre ccarlini, si ttu me fai mette dentro a quer sacco, poi me t'incolli, bbussi a quela porta, e ddichi a quela donna che tte vierà a uprì, si tte fa ttant'er piace' de fatte posà' er sacco drento a la cammera sua, perchè tu ssei stracco morto. Quer Ripiscitto12 je fece in der su' parlá': - E quanno te ce so' pportato, tu, li tre carlini, me li denghi?. Ma ssì, ma ssì; nun dubbità'. je fece quell'antro. Er marito se mette drent'ar sacco; er burinotto se l'incolla; e ddoppo v'a bbussà' a la porta che quello j'aveva insegnata. Bussa, bussa; dice: - Chi è? Lui dice: - Me faje tanno lu piace' de famme posà' nu tannino su sacco che ttiengo in collo; ché mme senno sbacì' da la stracchezza?."
Roman,Gemini 2.5 - flash,literature,Che je chiese er burinotto a la donna na vorta che se trovò a la porta?,Me faje tanno lu piace' de famme posà' nu tannino su sacco che ttiengo in collo; ché mme senno sbacì' da la stracchezza?.,Cosa chiese il campagnolo alla donna una volta che si trovò alla porta?,Mi faresti il piacere di farmi posare per un attimo il sacco che porto in spalla; perché mi sento svenire dalla stanchezza?,"Incontra un burinotto cor un sacco in collo e je dice: - Ahò, tte do ttre ccarlini, si ttu me fai mette dentro a quer sacco, poi me t'incolli, bbussi a quela porta, e ddichi a quela donna che tte vierà a uprì, si tte fa ttant'er piace' de fatte posà' er sacco drento a la cammera sua, perchè tu ssei stracco morto. Quer Ripiscitto12 je fece in der su' parlá': - E quanno te ce so' pportato, tu, li tre carlini, me li denghi?. Ma ssì, ma ssì; nun dubbità'. je fece quell'antro. Er marito se mette drent'ar sacco; er burinotto se l'incolla; e ddoppo v'a bbussà' a la porta che quello j'aveva insegnata. Bussa, bussa; dice: - Chi è? Lui dice: - Me faje tanno lu piace' de famme posà' nu tannino su sacco che ttiengo in collo; ché mme senno sbacì' da la stracchezza?."
Roman,Gemini 2.5 - flash,literature,Che j'arispose er primo omo quanno je fu chiesto de annà ar palazzo der re?,"Volontieri, Abbasta che pprima m'aspetti che mme magni st'ucelletto.",Cosa gli rispose il primo uomo quando gli fu chiesto di andare al palazzo del re?,"Volentieri, basta che prima mi aspetti che mi mangi questo uccelletto.","Er padrone de la bbarca je fece: - Ahó, vvôi vienì' cco' mme cche tte porto ar palazzo de' re? E quello j'arispose: - Volontieri, Abbasta che pprima m'aspetti che mme magni st'ucelletto. Fa ppuro. Allora quello prese la bbufola, e in du' bocconi se la pappò ttutta. Poi prese, montò in de la bbarca, e s'arimésseno in viaggio. Cammina, cammina e t'aricammina, fintanto che arivorno in un sito che cc'era uno che stava appoggiato co' le spalle a 'na gran montagna. Er padrone de la bbarca je fece: - Ahó, vôi vienì' cco' mme fin'ar palazzo de' re? E quello je fa, dice: - Nu' mme posso môve. E pperchè nun te pôi môve?. Perchè sto aregge co' le spalle 'sta montagna; sinnò ccasca. Eh, llàssela cascà'! Infatti quello appena era montato drento a la bbarca, bbum! s'intese un botto: era la montagna ch'era cascata ggiù."
Roman,Gemini 2.5 - flash,literature,Pecché nun se poteva move l'omo appoggiato a la montagna?,Perchè sto aregge co' le spalle 'sta montagna; sinnò ccasca.,Perché non si poteva muovere l'uomo appoggiato alla montagna?,Perché sto reggendo con le spalle questa montagna; altrimenti cade.,"Er padrone de la bbarca je fece: - Ahó, vvôi vienì' cco' mme cche tte porto ar palazzo de' re? E quello j'arispose: - Volontieri, Abbasta che pprima m'aspetti che mme magni st'ucelletto. Fa ppuro. Allora quello prese la bbufola, e in du' bocconi se la pappò ttutta. Poi prese, montò in de la bbarca, e s'arimésseno in viaggio. Cammina, cammina e t'aricammina, fintanto che arivorno in un sito che cc'era uno che stava appoggiato co' le spalle a 'na gran montagna. Er padrone de la bbarca je fece: - Ahó, vôi vienì' cco' mme fin'ar palazzo de' re? E quello je fa, dice: - Nu' mme posso môve. E pperchè nun te pôi môve?. Perchè sto aregge co' le spalle 'sta montagna; sinnò ccasca. Eh, llàssela cascà'! Infatti quello appena era montato drento a la bbarca, bbum! s'intese un botto: era la montagna ch'era cascata ggiù."
Roman,Gemini 2.5 - flash,literature,Che j'è successo ar padre e a li fratelli ner vedello partì' in quela bbarca maggica?,"arestònno de pietra pómicia, arestònno!",Cosa è successo al padre e ai fratelli nel vederlo partire in quella barca magica?,"Restarono di pietra pomice, restarono!","Er padre e li fratelli che nun sapeveno come aveva fatto quer miracolo, ner vedello partì' in quela bbarca maggica, arestònno de pietra pómicia, arestònno! Abbasta, quell'antro intanto, cammina e tt'aricammina; ecchete che mmentre stava p'entrà drento l'imboccatura d'un fiume, te vede un pezzo d'omone che, gnentedemeno, se bbeveva tutta l'acqua che imboccava ner fiume da un antro fiumetto ppiù ppiccolo. Lui fece: - Accidèmpoli che ggargarozzo che cciai, bonômo mio! Vôi vienì' cco' mme, che tte porto ar palazzo de' re? Quello, tutto contento, je disse che cciannava volontieri; e mmontò drent'a la bbarca. Cammina, cammina e tt'aricammina, fintanto che ariva in un antro sito, e tte trova un ômo che se stava a arostì' 'na bbufola sana; j'aveva infilato un bastone a la bbocca: e je l'aveva fatto ariuscì dedietro."
Roman,Gemini 2.5 - flash,literature,Che stava a ffà quell'omone quanno che lo vede mmentre stava p'entrà drento l'imboccatura d'un fiume?,se bbeveva tutta l'acqua che imboccava ner fiume da un antro fiumetto ppiù ppiccolo.,Cosa stava facendo quell'omone quando lo vede mentre stava per entrare nell'imboccatura di un fiume?,Si beveva tutta l'acqua che sfociava nel fiume da un altro fiumetto più piccolo.,"Er padre e li fratelli che nun sapeveno come aveva fatto quer miracolo, ner vedello partì' in quela bbarca maggica, arestònno de pietra pómicia, arestònno! Abbasta, quell'antro intanto, cammina e tt'aricammina; ecchete che mmentre stava p'entrà drento l'imboccatura d'un fiume, te vede un pezzo d'omone che, gnentedemeno, se bbeveva tutta l'acqua che imboccava ner fiume da un antro fiumetto ppiù ppiccolo. Lui fece: - Accidèmpoli che ggargarozzo che cciai, bonômo mio! Vôi vienì' cco' mme, che tte porto ar palazzo de' re? Quello, tutto contento, je disse che cciannava volontieri; e mmontò drent'a la bbarca. Cammina, cammina e tt'aricammina, fintanto che ariva in un antro sito, e tte trova un ômo che se stava a arostì' 'na bbufola sana; j'aveva infilato un bastone a la bbocca: e je l'aveva fatto ariuscì dedietro."
Roman,Gemini 2.5 - flash,literature,Come sse chiamava er frate de cui se parla ne la storia?,padre Bbattimèla,Come si chiamava il frate di cui si parla nella storia?,padre Battimela,"14 C'era 'na vorta in un paese un frate che sse chiamava padre Bbattimèla. 'Sto padre Bbattiméla dice che era 'na lana canèrcia un galoppino, che nun ve ne dico. Fra l'antri bbelli vizzi che cciaveva, ciaveva quello d'annà' a ttormentà' 'na donna maritata. Quella, dice, che pperò nu' ne voleva sapè' gnente; ma er frate daje oggi, daje domani, nu' la finiva mai de staje intorno. Fintanto che quella stufa de vedesse cusì pperseguitata da quer frataccio, un giorno ariccontò ttutto ar marito. Er marito, doppo ch'ebbe inteso l'affà, je fece: - Quanto sei cardèa! me lo potevi de' pprima. Abbasta: si er frate oggi te dice quarche ccosa, tu ddaje puro l'appuntamento pe' 'sta notte, intanto dije che io nun ce starò."
Roman,Gemini 2.5 - flash,literature,"Che je disse er marito a la moje, doppo ch'ebbe inteso l'affà?",Quanto sei cardèa! me lo potevi de' pprima.,"Cosa disse il marito alla moglie, dopo che ebbe capito l'affare?",Quanto sei ingenua! Me lo potevi dire prima.,"14 C'era 'na vorta in un paese un frate che sse chiamava padre Bbattimèla. 'Sto padre Bbattiméla dice che era 'na lana canèrcia un galoppino, che nun ve ne dico. Fra l'antri bbelli vizzi che cciaveva, ciaveva quello d'annà' a ttormentà' 'na donna maritata. Quella, dice, che pperò nu' ne voleva sapè' gnente; ma er frate daje oggi, daje domani, nu' la finiva mai de staje intorno. Fintanto che quella stufa de vedesse cusì pperseguitata da quer frataccio, un giorno ariccontò ttutto ar marito. Er marito, doppo ch'ebbe inteso l'affà, je fece: - Quanto sei cardèa! me lo potevi de' pprima. Abbasta: si er frate oggi te dice quarche ccosa, tu ddaje puro l'appuntamento pe' 'sta notte, intanto dije che io nun ce starò."
Roman,Gemini 2.5 - flash,literature,Che jje promise la vecchia ar fijo suo?,te vojo ajutà'.,Cosa promise la vecchia a suo figlio?,Ti voglio aiutare,"Allora lui, addolorato come stava, ariccontò a quela vecchia, pe' ffilo e ppe' segno, tutto quello che aveva sofferto e ssoffriva, p'er gran bene che vvoleva a Fósca. Quela vecchia, intesa che ss'ebbe ariccontà' ttutto e' ricconto, je fece: - Fijo mio, te vojo ajutà'. Domani. te farò pportà' a ccasa tua un ber letto, che a li quattro pizzi cià quattro moretti che mmàgneno e ppàrleno come nojantri. Tu vèstete da mercante; va ar paese de Fósca, e mettete sotto ar su' palazzo a venne' sto letto; ché llei vederai che tte lo comprerà. Abbada bene, fin a ttanto che tte tenerai 'sto letto, de nu' scordatte de da' dda magnà' a 'sti quattro moretti che tte dico, che ppoi vederai che tte serviranno a ddove'."
Roman,Gemini 2.5 - flash,literature,"Che jje farà pportà' la vecchia a ccasa, e che particolarità c'avrà sto letto?","te farò pportà' a ccasa tua un ber letto, che a li quattro pizzi cià quattro moretti che mmàgneno e ppàrleno come nojantri.","Che cosa gli farà portare a casa la vecchia, e che particolarità avrà questo letto?","Ti farò portare a casa tua un bel letto, che ai quattro angoli ha quattro moretti che mangiano e parlano come noi.","Allora lui, addolorato come stava, ariccontò a quela vecchia, pe' ffilo e ppe' segno, tutto quello che aveva sofferto e ssoffriva, p'er gran bene che vvoleva a Fósca. Quela vecchia, intesa che ss'ebbe ariccontà' ttutto e' ricconto, je fece: - Fijo mio, te vojo ajutà'. Domani. te farò pportà' a ccasa tua un ber letto, che a li quattro pizzi cià quattro moretti che mmàgneno e ppàrleno come nojantri. Tu vèstete da mercante; va ar paese de Fósca, e mettete sotto ar su' palazzo a venne' sto letto; ché llei vederai che tte lo comprerà. Abbada bene, fin a ttanto che tte tenerai 'sto letto, de nu' scordatte de da' dda magnà' a 'sti quattro moretti che tte dico, che ppoi vederai che tte serviranno a ddove'."
Roman,Gemini 2.5 - flash,literature,Che disse e' re quanno seppe der fatto der garofolo?,Finisce che questo' è un ômo pe' ddavero.,Cosa disse il re quando seppe del fatto del garofano?,Questo è un uomo per davvero.,"E invece se prese un garofolo; e ddoppo un momento lo sfojò e lo bbuttò pe' ttera. Quanno e' re lo seppe, fece: - Finisce che questo' è un ômo pe' ddavero. E allora fece ar fijo, dice: - Oggi sai ch'hai da fa'? Pòrtelo a spasso ar canneto; si llui te dice: «Che bbelle canne da fa' cconocchie!» allora è 'na donna; si ddice «che bbelle canne da fa' ffucili!» è un ômo. Infatti er fijo de' re cce la portò; ma quanno lei fu ddrento ar canneto, disse subbito: - Che bbelle canne da fa ffucili! Er fijo va su ddar padre e je dice che Fósco aveva detto: «che bbelle canne da fà ffucili!» Allora e' re disse: - Vederemo e ttavola si cche ffarà. Si è ômo, der pesce pijerà la testa; si è ddonna, pijerà la coda."
Roman,Gemini 2.5 - flash,literature,Che disse lei subbito quanno entrò drento ar canneto?,Che bbelle canne da fa ffucili!,Cosa disse lei subito quando entrò dentro al canneto?,Che belle canne per fare fucili!,"E invece se prese un garofolo; e ddoppo un momento lo sfojò e lo bbuttò pe' ttera. Quanno e' re lo seppe, fece: - Finisce che questo' è un ômo pe' ddavero. E allora fece ar fijo, dice: - Oggi sai ch'hai da fa'? Pòrtelo a spasso ar canneto; si llui te dice: «Che bbelle canne da fa' cconocchie!» allora è 'na donna; si ddice «che bbelle canne da fa' ffucili!» è un ômo. Infatti er fijo de' re cce la portò; ma quanno lei fu ddrento ar canneto, disse subbito: - Che bbelle canne da fa ffucili! Er fijo va su ddar padre e je dice che Fósco aveva detto: «che bbelle canne da fà ffucili!» Allora e' re disse: - Vederemo e ttavola si cche ffarà. Si è ômo, der pesce pijerà la testa; si è ddonna, pijerà la coda."
Roman,Gemini 2.5 - flash,literature,Che diceva sempre er re mentre se stracannava li capellini?,"Mamma mia, quanti so' bbôni, mamma mia, quanti so' bbôni!",Cosa diceva sempre il re mentre si abbuffava di capellini?,"Mamma mia, quanto sono buoni, mamma mia, quanto sono buoni!","Tanto che quanno e' re se li stava a mmagnà', a 'gni boccone nun faceva antro che ddi': - Mamma mia, quanti so' bbôni, mamma mia, quanti so' bbôni! E ppoi je disse, dice: - E ggichè ssapete tanto bbene cucinà', ddomani, pe' ppranzo, fateme 'na bbella pizza. E la madre j'arispose, dice: - Giacchè t'ho ccontentato accusì bbene, domani te la farò. Defatti la riggina, er giorno appresso va ggiù da Maria e je dice che siccome ar fijo j'ereno piaciuti tanto li capellini, oggi che ppe' ppranzo voleva una pizza, lei je l'avessi fatta, che j'averebbe fatto tanto piace'. Maria allora se mette a fa' 'sta pizza, e drento je ce mette l'anello che j'aveva rigalato e' re a la festa da bballo. Abbasta; viè' la riggina, pija la pizza, la porta su dar fijo, e quello incomincia a mmagnà'."
Roman,Gemini 2.5 - flash,literature,"Quanno Maria ha cominciato a impastà' la pizza, che cce mise ddentro, e che anello era?","Maria allora se mette a fa' 'sta pizza, e drento je ce mette l'anello che j'aveva rigalato e' re a la festa da bballo.","Quando Maria ha cominciato a impastare la pizza, cosa ci mise dentro, e che anello era?","Maria allora si mette a fare questa pizza, e dentro ci mette l'anello che le aveva regalato il re alla festa da ballo.","Tanto che quanno e' re se li stava a mmagnà', a 'gni boccone nun faceva antro che ddi': - Mamma mia, quanti so' bbôni, mamma mia, quanti so' bbôni! E ppoi je disse, dice: - E ggichè ssapete tanto bbene cucinà', ddomani, pe' ppranzo, fateme 'na bbella pizza. E la madre j'arispose, dice: - Giacchè t'ho ccontentato accusì bbene, domani te la farò. Defatti la riggina, er giorno appresso va ggiù da Maria e je dice che siccome ar fijo j'ereno piaciuti tanto li capellini, oggi che ppe' ppranzo voleva una pizza, lei je l'avessi fatta, che j'averebbe fatto tanto piace'. Maria allora se mette a fa' 'sta pizza, e drento je ce mette l'anello che j'aveva rigalato e' re a la festa da bballo. Abbasta; viè' la riggina, pija la pizza, la porta su dar fijo, e quello incomincia a mmagnà'."
Roman,Gemini 3 pro - preview,literature,Come l'ha presa la madre der prence a la fine de la storia?,se contentò ch'er fijo se la sposasse,Come l'ha presa la madre del principe alla fine della storia?,Si contentò che il figlio la sposasse.,"La riggina se contentò ch'er fijo se la sposasse, e vvìsseno alegri e ccontenti. Co' ppani e ttozzi 'Na gallina verminósa, Evviva la sposa!"
Roman,Gemini 3 pro - preview,literature,Come so' stati marito e moje dopo er matrimonio?,vvìsseno alegri e ccontenti,Come sono stati marito e moglie dopo il matrimonio?,Vissero allegri e contenti.,"La riggina se contentò ch'er fijo se la sposasse, e vvìsseno alegri e ccontenti. Co' ppani e ttozzi 'Na gallina verminósa, Evviva la sposa!"
Roman,Gemini 3 pro - preview,literature,Che j'ha detto de fà er re a li fiji co' le palle d'oro?,annate in cima ar monte e ttiratele ggiù,Cosa ha detto il re ai figli di fare con le palle d'oro?,Andate in cima al monte e tiratele giù,"C'era 'na vorta un re che cciaveva tre fiji; e siccome voleveno pijà' mmoje tutt'e ttre, nun sapeva propio chi ddaje. Quant'un giorno e' re li chiamò e je disse: - A vvojantri; èccheve 'ste tre ppalle d'oro: annate in cima ar monte e ttiratele ggiù; innove 'ste tre palle se poseranno, llì scejerete quella che v'averete da pijà' ppe' sposa. Infatti li fiji de' re vvanno sur monte, e, ccome er padre j'aveva commannato, buttorno ggiù ognuno una de quele palle. Quant'ecchete che la palla der più ggranne entrò drento la bbottega de 'na fornara, quella der mezzano annò drent'a la bbottega de 'na macellara, e quella der più ppiccolo, che sse chiamava Nicolino, j'agnede drent'a un fosso. Li fratelli ppiù ggranni agnédeno subbito in queli siti innove ereno annate le palle, e ddisseno a le regazze che cc'ereno, che lloro se le sarebbeno sposate."
Roman,Gemini 3 pro - preview,literature,Indove è ita a finì la palla de Nicolino?,drent'a un fosso,Dove è andata a finire la palla di Nicolino?,Dentro a un fosso,"C'era 'na vorta un re che cciaveva tre fiji; e siccome voleveno pijà' mmoje tutt'e ttre, nun sapeva propio chi ddaje. Quant'un giorno e' re li chiamò e je disse: - A vvojantri; èccheve 'ste tre ppalle d'oro: annate in cima ar monte e ttiratele ggiù; innove 'ste tre palle se poseranno, llì scejerete quella che v'averete da pijà' ppe' sposa. Infatti li fiji de' re vvanno sur monte, e, ccome er padre j'aveva commannato, buttorno ggiù ognuno una de quele palle. Quant'ecchete che la palla der più ggranne entrò drento la bbottega de 'na fornara, quella der mezzano annò drent'a la bbottega de 'na macellara, e quella der più ppiccolo, che sse chiamava Nicolino, j'agnede drent'a un fosso. Li fratelli ppiù ggranni agnédeno subbito in queli siti innove ereno annate le palle, e ddisseno a le regazze che cc'ereno, che lloro se le sarebbeno sposate."
Roman,Gemini 3 pro - preview,literature,Che fecero l'artri ar fratello ppiù cciuco?,"incominciorno a mminchionà' er fratello ppiù cciuco, dicènnoje che sse fusse annato a ttrova la moje drent'ar fosso.",Cosa fecero gli altri al fratello più piccolo?,"Cominciarono a prendere in giro il fratello più piccolo, dicendogli che si andasse a cercare la moglie dentro al fosso.","Fatto questo, incominciorno a mminchionà' er fratello ppiù cciuco, dicènnoje che sse fusse annato a ttrova la moje drent'ar fosso. E Nnicolino infatti se n'agnede giù ar fosso e incominciò a ddi': - Chi cchiamo, che qui nun c'è gnisuno? Mo' cchiamo 'na ranocchia e bbôna notte. Infatti incominciò a cchiamà': - Rana, rana! Quant'ecchete che ddar fonno er fosso se senti' arisponne: - Chi è cche mme chiama?. Nicolin che ppoco t'ama. M'amerai quanno bbella me vederai. Che vvôi da me?. je domannò la ranocchia. E llui allora je disse ch'er padre volenno ammojà' li tre fiji, javeva dato 'na palla peròmo16 e cche la sua era ìta a ccascà' drent'a quer fosso. Dunque. dice. te so' vvienuto a ddì' cche ttu sei la me' spósa. E llei j'arispose, dice: - Va bbene; quanno me vòi, viemme a pijà'. Lui dice: - Sì."
Roman,Gemini 3 pro - preview,literature,Che j'ha risposto la ranocchia quanno lui je disse che era la sposa sua?,"- Va bbene; quanno me vòi, viemme a pijà'.",Cosa gli ha risposto la ranocchia quando lui le disse che era la sua sposa?,"- Va bene; quando mi vuoi, vieni a prendermi.","Fatto questo, incominciorno a mminchionà' er fratello ppiù cciuco, dicènnoje che sse fusse annato a ttrova la moje drent'ar fosso. E Nnicolino infatti se n'agnede giù ar fosso e incominciò a ddi': - Chi cchiamo, che qui nun c'è gnisuno? Mo' cchiamo 'na ranocchia e bbôna notte. Infatti incominciò a cchiamà': - Rana, rana! Quant'ecchete che ddar fonno er fosso se senti' arisponne: - Chi è cche mme chiama?. Nicolin che ppoco t'ama. M'amerai quanno bbella me vederai. Che vvôi da me?. je domannò la ranocchia. E llui allora je disse ch'er padre volenno ammojà' li tre fiji, javeva dato 'na palla peròmo16 e cche la sua era ìta a ccascà' drent'a quer fosso. Dunque. dice. te so' vvienuto a ddì' cche ttu sei la me' spósa. E llei j'arispose, dice: - Va bbene; quanno me vòi, viemme a pijà'. Lui dice: - Sì."
Roman,Gemini 3 pro - preview,literature,Pe' quale motivo chiameno la ppiù piccola?,perchè l'ajutasse a staccasse de llà,Per quale motivo chiamano la più piccola?,perché l'aiutasse a staccarsi di là,"Chiameno la ppiù ppiccola perchè l'ajutasse a staccasse de llà, quella scegne da lletto senza la camicia, va pe' aiutalle e cciarimase attaccata puro lei. Abbasta; tira, tira, nun ce furno santi che se potesseno staccà'; e je toccò a sta' llà tutta la notte. Quanno la mmatina se svejò er padrone de la bbanniera, lo pregorno che j'avesse fatto tanto er piace' de staccalle de llà; ma quello senza nemmanco daje udienza, come si nun fusse stato fatto suo, prese la bbanniera co' quelle tre regazze attaccate, se le incollò le coprì cor su' mantello, e ffece marco sfila. Ma siccome er mantello era troppo curto, er culetto de quella ppiù ppiccola, era rimasto in mostra."
Roman,Gemini 3 pro - preview,literature,Che se vedeva dato che er mantello nu n'era lungo abbastanza?,"er culetto de quella ppiù ppiccola, era rimasto in mostra",Cosa si vedeva dato che il mantello non era lungo abbastanza?,"Il culetto di quella più piccola, era rimasto in mostra","Chiameno la ppiù ppiccola perchè l'ajutasse a staccasse de llà, quella scegne da lletto senza la camicia, va pe' aiutalle e cciarimase attaccata puro lei. Abbasta; tira, tira, nun ce furno santi che se potesseno staccà'; e je toccò a sta' llà tutta la notte. Quanno la mmatina se svejò er padrone de la bbanniera, lo pregorno che j'avesse fatto tanto er piace' de staccalle de llà; ma quello senza nemmanco daje udienza, come si nun fusse stato fatto suo, prese la bbanniera co' quelle tre regazze attaccate, se le incollò le coprì cor su' mantello, e ffece marco sfila. Ma siccome er mantello era troppo curto, er culetto de quella ppiù ppiccola, era rimasto in mostra."
Sicilian,Gemini 2.5 - flash,literature,Chi s'arricunta a l'iniziu dâ storia?,"un patri, e avίa 'na figghia chi si chiamava Rusidda",Di chi si parla all'inizio della storia?,"Un padre, e aveva una figlia che si chiamava Rosidda","Na vota s'arricunta ca cc'era un patri, e avίa 'na figghia chi si chiamava Rusidda, e la mannava a la scola nni 'na maistra; pirchì a la casa nun avίa a nuddu
Sta maistra avίa un àstracu, chi vinia a facciu di lu Re
Stu Re avίa un figghiu, ch'affacciava spissu spissu 'nta stu pitterra
'Na jurnata s'attruvò a 'ffacciri Rusidda e cantava nto nto ron tò! nto nto ron tò! e lu Riuzzu cci spijau:
Rusidda ntontorontò, Quantu pampini cc'è 'nta lu basilicò? Rusidda 'un cci sappi arrispunniri: e si nni iju nni la maistra, confusa
La maistra cci dissi:
Chi hai?"
Sicilian,Gemini 2.5 - flash,literature,Chi dumanna fici lu Riuzzu a Rusidda?,Quantu pampini cc'è 'nta lu basilicò?,Quale domanda fece il Reuccio a Rosidda?,Quante foglie ci sono nel basilico?,"Na vota s'arricunta ca cc'era un patri, e avίa 'na figghia chi si chiamava Rusidda, e la mannava a la scola nni 'na maistra; pirchì a la casa nun avίa a nuddu
Sta maistra avίa un àstracu, chi vinia a facciu di lu Re
Stu Re avίa un figghiu, ch'affacciava spissu spissu 'nta stu pitterra
'Na jurnata s'attruvò a 'ffacciri Rusidda e cantava nto nto ron tò! nto nto ron tò! e lu Riuzzu cci spijau:
Rusidda ntontorontò, Quantu pampini cc'è 'nta lu basilicò? Rusidda 'un cci sappi arrispunniri: e si nni iju nni la maistra, confusa
La maistra cci dissi:
Chi hai?"
Sicilian,Gemini 2.5 - flash,literature,Chi fici fari lu patri doppu aviri accattatu lu megghiu cavallu?,fici fari 'na cintura tutta un pezzu d' oru,Cosa fece fare il padre dopo aver comprato il miglior cavallo?,"Fece fare una cintura tutta d'oro, in un pezzo unico.","Assira mi curcavi nni la maistra , e fici 'na nuttata di vutàrimi e svutàrimi, chi cridia ch'eranu purci e cimici; ma la cosa 'un era chista: ch'era lu Riuzzu chi mi 'ncuitava
Zittu, figghia mia
cci dici lu patri
ca ora pensu io, chiddu ch'hê fari
Accatta lu megghiu cavallu chi cci puteva essiri , e poi fici fari 'na cintura tutta un pezzu d' oru
Pigghiati sta cintura, mèttiti a cavallu, e avi' a jiri a passiari sutta lu palazzu di lu Re
Accussì fici Rusidda: si misi a cavaddu, e dda cintura 'mmanu, e a gridari:
A cu' vasa lu culu a la mè mula, Io ci dugnu sta bella cintura!"
Sicilian,Gemini 2.5 - flash,literature,Chi era la frasi chi Rusidda gridava mentri caminava a cavallu cu la cintura 'mmanu?,"A cu' vasa lu culu a la mè mula, Io ci dugnu sta bella cintura!",Qual era la frase che Rusidda gridava mentre cavalcava con la cintura in mano?,"A chi bacia il culo alla mia mula, io do questa bella cintura!","Assira mi curcavi nni la maistra , e fici 'na nuttata di vutàrimi e svutàrimi, chi cridia ch'eranu purci e cimici; ma la cosa 'un era chista: ch'era lu Riuzzu chi mi 'ncuitava
Zittu, figghia mia
cci dici lu patri
ca ora pensu io, chiddu ch'hê fari
Accatta lu megghiu cavallu chi cci puteva essiri , e poi fici fari 'na cintura tutta un pezzu d' oru
Pigghiati sta cintura, mèttiti a cavallu, e avi' a jiri a passiari sutta lu palazzu di lu Re
Accussì fici Rusidda: si misi a cavaddu, e dda cintura 'mmanu, e a gridari:
A cu' vasa lu culu a la mè mula, Io ci dugnu sta bella cintura!"
Sicilian,Gemini 2.5 - flash,literature,"Quannu i cristiani vennu â tàvula, qual è la prima cosa di fari 'n sicilianu?",salùtali 'n sicilianu.,"Quando le persone vengono a tavola, qual è la prima cosa da fare in siciliano?",Salutali in siciliano.,"Dicidi ncapu a zoccu s'àvi a parrari
Scarta na cosa di discurriri 'n antìcipu. Capaci ca a guerra palistinisi/isdrailiana è n'anticchia pisanti, ma putiti scartari na cosa comu “unni ti piacissi viaggiari”, “lu furmaggiu va câ pasta cû pisci?”, “lu sicilianu avissi a èssiri lingua cu-ufficiali 'n Sicilia?” Nun avissi a èssiri na cosa troppu ntilligenti, ma armenu na cosa pi stimulari i cristiani scanusciuti a parrari. Grapi e chiudi
Quannu i cristiani vennu â tàvula, salùtali 'n sicilianu. Quanni siti nzèmmula, puru ca siti sulu 'n dui, putiti “rapiri” lu macadaru, e ntrudùrivi e diri picchì vinìstivu. Appoi, putiti attaccari a chiacchiarijari siddhu vi veni fàcili. Si nun veni fàcili, poi accuminciari chî palori novi, appoi lu testu, appoi l'argumenti ca scartasti. L'òrdini nun è mpurtanti - a cosa mpurtanti è ca vi sintiti còmudi, manzi, e ca parrati a lingua siciliana senza giudicari."
Sicilian,Gemini 2.5 - flash,literature,Qual è la cosa principali e cchiù mpurtanti duranti la discussioni pi fari sentiri tutti a so agiu?,"a cosa mpurtanti è ca vi sintiti còmudi, manzi, e ca parrati a lingua siciliana senza giudicari.",Qual è la cosa principale e più importante durante la discussione per far sentire tutti a proprio agio?,"La cosa importante è che vi sentiate comodi, calmi, e che parliate la lingua siciliana senza giudicare.","Dicidi ncapu a zoccu s'àvi a parrari
Scarta na cosa di discurriri 'n antìcipu. Capaci ca a guerra palistinisi/isdrailiana è n'anticchia pisanti, ma putiti scartari na cosa comu “unni ti piacissi viaggiari”, “lu furmaggiu va câ pasta cû pisci?”, “lu sicilianu avissi a èssiri lingua cu-ufficiali 'n Sicilia?” Nun avissi a èssiri na cosa troppu ntilligenti, ma armenu na cosa pi stimulari i cristiani scanusciuti a parrari. Grapi e chiudi
Quannu i cristiani vennu â tàvula, salùtali 'n sicilianu. Quanni siti nzèmmula, puru ca siti sulu 'n dui, putiti “rapiri” lu macadaru, e ntrudùrivi e diri picchì vinìstivu. Appoi, putiti attaccari a chiacchiarijari siddhu vi veni fàcili. Si nun veni fàcili, poi accuminciari chî palori novi, appoi lu testu, appoi l'argumenti ca scartasti. L'òrdini nun è mpurtanti - a cosa mpurtanti è ca vi sintiti còmudi, manzi, e ca parrati a lingua siciliana senza giudicari."
